iteration,train_loss,val_loss,lr,elapsed_s
47000,0.000023,,3.000000e-04,4348.4
47000,,0.000055,3.000000e-04,4364.7
47100,0.000034,,3.000000e-04,4372.1
47200,0.000037,,3.000000e-04,4379.5
47300,0.000082,,3.000000e-04,4387.0
47400,0.000061,,3.000000e-04,4394.3
47500,0.000116,,3.000000e-04,4401.7
47600,0.000023,,3.000000e-04,4409.2
47700,0.000033,,3.000000e-04,4416.7
47800,0.000041,,3.000000e-04,4424.3
47900,0.000015,,3.000000e-04,4431.8
48000,0.000091,,3.000000e-04,4439.2
48000,,0.000054,3.000000e-04,4455.4
48100,0.000041,,3.000000e-04,4462.8
48200,0.000026,,3.000000e-04,4470.6
48300,0.000013,,3.000000e-04,4478.2
48400,0.000080,,3.000000e-04,4485.8
48500,0.000019,,3.000000e-04,4493.2
48600,0.000098,,3.000000e-04,4500.6
48700,0.000020,,3.000000e-04,4508.1
48800,0.000045,,3.000000e-04,4515.4
48900,0.000021,,3.000000e-04,4522.8
49000,0.000022,,3.000000e-04,4530.2
49000,,0.000055,3.000000e-04,4546.4
49100,0.000045,,3.000000e-04,4553.9
49200,0.000057,,3.000000e-04,4561.1
49300,0.000105,,3.000000e-04,4568.3
49400,0.000039,,3.000000e-04,4575.6
49500,0.000038,,3.000000e-04,4582.9
49600,0.000055,,3.000000e-04,4590.3
49700,0.000021,,3.000000e-04,4597.8
49800,0.000016,,3.000000e-04,4605.1
49900,0.000027,,3.000000e-04,4612.6
50000,0.000078,,3.000000e-04,4620.0
50000,,0.000054,3.000000e-04,4636.1
50100,0.000021,,3.000000e-04,4643.7
50200,0.000015,,3.000000e-04,4651.0
50300,0.000032,,3.000000e-04,4658.7
50400,0.000103,,3.000000e-04,4666.0
50500,0.000055,,3.000000e-04,4673.6
50600,0.000048,,3.000000e-04,4681.1
50700,0.000089,,3.000000e-04,4688.4
50800,0.000016,,3.000000e-04,4695.6
50900,0.000048,,3.000000e-04,4702.9
51000,0.000193,,3.000000e-04,4710.2
51000,,0.000054,3.000000e-04,4726.2
51100,0.000015,,3.000000e-04,4733.7
51200,0.000066,,3.000000e-04,4741.1
51300,0.000001,,3.000000e-04,4748.1
